controllerID,controllerChannel,panel,spiralNum,position,Feather,Rung,X in Inches,Y in Inches
1,0,,0,1007,4,14,-28.13733803,28.13568448
1,0,,0,1007,3,13,-36.94797271,21.33103514
1,0,,0,1007,2,14,-38.43529635,10.29823391
1,0,,0,1007,1,13,-42.66340887,0
1,0,,0,1008,13,15,36.62297253,0.00397638
1,0,,0,1008,12,16,32.2800568,8.927209545
1,0,,0,1008,11,15,31.71478091,18.3143406
1,0,,0,1008,10,16,23.49213867,23.87080029
1,0,,0,1008,9,15,18.30918312,31.71773366
1,0,,0,1008,8,16,8.410004541,32.41863955
1,0,,0,1008,7,15,-0.001968505,36.62297253
1,0,,0,1008,6,16,-8.795831521,32.31608044
1,0,,0,1008,5,15,-18.31260831,31.71576516
1,0,,0,1008,4,16,-23.68017027,23.68430413
1,0,,0,1008,3,15,-31.71674941,18.3109154
1,0,,0,1008,2,16,-32.34962377,8.671697596
1,0,,0,1008,1,15,-36.62297253,0
1,0,,0,1009,13,17,30.63816615,0.003307088
1,0,,0,1009,12,18,27.18938476,7.522838708
1,0,,0,1009,11,17,26.53206157,15.32150434
1,0,,0,1009,10,18,19.78564061,20.1093022
1,0,,0,1009,9,17,15.31717363,26.53454189
1,0,,0,1009,8,18,7.080712485,27.30784939
1,0,,0,1009,7,17,-0.001653544,30.63816615
1,0,,0,1009,6,18,-7.412169357,27.21973911
1,0,,0,1009,5,17,-15.32004764,26.53288834
1,0,,0,1009,4,18,-19.94875093,19.94749109
1,0,,0,1009,3,17,-26.53371512,15.31859095
1,0,,0,1009,2,18,-27.24973912,7.301145675
1,0,,0,1009,1,17,-30.63816615,0
1,1,,1,1,0,1,-110.8290362,2.668387268
1,1,,1,2,0,1,-110.0128547,5.536184092
1,1,,1,3,0,1,-109.0875392,8.429532111
1,1,,1,4,0,1,-108.10183,11.20331314
1,1,,1,5,0,1,-106.973483,14.08213359
1,1,,1,6,0,1,-105.8225375,16.76343425
1,1,,1,7,0,1,-104.8089542,18.95162441
1,1,,1,8,0,1,-103.5637173,21.45560214
1,2,,1,9,0,2,-98.25076172,30.44781172
1,2,,1,10,0,2,-96.56308364,32.87718311
1,2,,1,11,0,2,-94.47611401,35.6112397
1,2,,1,12,0,2,-92.74142803,37.95750081
1,2,,1,13,0,2,-90.63138752,40.36443125
1,2,,1,14,0,2,-88.51827615,42.63506239
1,2,,1,15,0,2,-86.21229065,44.93703214
1,3,,1,16,0,3,-79.38744444,50.83510619
1,3,,1,17,0,3,-77.05401799,52.69132767
1,3,,1,18,0,3,-74.6170088,54.50475384
1,3,,1,19,0,3,-72.20051143,56.18585711
1,3,,1,20,0,3,-69.60688798,57.86924385
1,3,,1,21,0,3,-67.10987876,59.37889033
1,4,,1,22,0,4,-58.67955925,63.71731787
1,4,,1,23,0,4,-55.50518745,65.04168867
1,4,,1,24,0,4,-52.82975294,66.20625622
1,4,,1,25,0,4,-49.7989639,67.23574497
1,4,,1,26,0,4,-46.83364734,68.14566672
1,4,,1,27,0,4,-43.68565351,68.9862971
1,5,,1,28,0,5,-37.83301256,70.26881747
1,5,,1,29,0,5,-34.88411333,70.70972322
1,5,,1,30,0,5,-28.9335983,71.30940859
1,5,,1,30,0,5,-31.86690697,71.06173129
1,5,,1,32,0,5,-25.84576199,71.47051104
1,5,,1,33,0,5,-22.92847695,71.52948744
1,6,,1,34,0,6,-14.98618919,71.47940868
1,6,,1,35,0,6,-11.57488814,71.03921159
1,6,,1,36,0,6,-8.675634606,70.71011692
1,6,,1,37,0,6,-5.536105352,70.08633706
1,6,,1,38,0,6,-2.513111593,69.39176976
1,7,,1,39,0,7,2.845710198,68.30980067
1,7,,1,40,0,7,5.666735344,67.34428833
1,7,,1,41,0,7,8.507484909,66.26838224
1,7,,1,42,0,7,11.22575409,65.13846037
1,7,,1,43,0,7,14.04134617,63.86058567
1,8,,1,44,0,8,20.23394793,59.84830003
1,8,,1,45,0,8,22.96812264,57.76148788
1,8,,1,46,0,8,25.31446249,56.02688065
1,8,,1,47,0,8,27.72151103,53.91695825
1,9,,1,48,0,9,31.73883604,49.19782184
1,9,,1,49,0,9,33.572026,46.57384405
1,9,,1,50,0,9,35.03879845,44.05144111
1,9,,1,51,0,9,36.81313012,41.10486472
1,10,,1,52,0,10,40.36403754,34.12667197
1,10,,1,53,0,10,41.35569162,30.83312689
1,10,,1,54,0,10,42.23958974,28.05237735
1,11,,1,55,0,11,43.64600782,21.3932399
1,11,,1,56,0,11,43.96222846,18.62241163
1,11,,1,57,0,11,44.15466951,15.89296134
1,12,,1,58,0,12,43.99490565,9.403469645
1,12,,1,59,0,12,43.73171653,5.835436222
1,12,,1,60,0,12,43.22596822,3.092875686
1,1,,2,9,0,2,-100.3119833,22.75497292
1,1,,2,10,0,2,-100.0650147,19.80725479
1,1,,2,11,0,2,-99.6246601,16.39599311
1,1,,2,12,0,2,-99.29540795,13.49673957
1,1,,2,13,0,2,-98.67147061,10.35724969
1,1,,2,14,0,2,-97.97670645,7.334295299
1,1,,2,15,0,2,-97.13060363,4.187758167
1,2,,2,1,0,1,-97.31591869,53.1018397
1,2,,2,2,0,1,-98.04292696,50.21014522
1,2,,2,3,0,1,-98.6882029,47.24179716
1,2,,2,4,0,1,-99.22143153,44.34675623
1,2,,2,5,0,1,-99.68359714,41.28947112
1,2,,2,6,0,1,-100.0274162,38.3919105
1,2,,2,7,0,1,-100.2436762,35.9900588
1,2,,2,8,0,1,-100.4172196,33.19895494
1,6,,2,75,0,21,-2.278898868,21.67847627
1,7,,2,74,0,20,2.713702253,23.19989442
1,8,,2,73,0,19,10.23410001,23.38174491
1,9,,2,71,0,17,16.25382767,21.67087784
1,10,,2,70,0,17,24.79379292,16.77142638
1,10,,2,71,0,17,21.66824005,16.25733161
1,11,,2,68,0,16,30.30757542,11.40476994
1,11,,2,69,0,16,28.49261381,13.43910175
1,12,,2,66,0,15,35.55045227,2.88189132
1,12,,2,67,0,15,34.50037296,5.037443665
1,1,,3,16,0,3,-94.16898786,4.332443284
1,1,,3,17,0,3,-93.07627073,7.106696751
1,1,,3,18,0,3,-91.87241182,9.895635265
1,1,,3,19,0,3,-90.62016705,12.55973119
1,1,,3,20,0,3,-89.2156781,15.31437835
1,1,,3,21,0,3,-87.80800017,17.87028524
1,2,,3,22,0,4,-82.67614701,25.84253364
1,2,,3,23,0,4,-80.58921675,28.57659023
1,2,,3,24,0,4,-78.8544914,30.92285134
1,2,,3,25,0,4,-76.74445089,33.32978178
1,2,,3,26,0,4,-74.63133951,35.60041293
1,2,,3,27,0,4,-72.32535402,37.9023433
1,3,,3,28,0,5,-67.89802879,41.93927462
1,3,,3,29,0,5,-65.56460233,43.79553546
1,3,,3,30,0,5,-60.71109578,47.29002554
1,3,,3,30,0,5,-63.12759314,45.60896164
1,3,,3,32,0,5,-58.11747233,48.97345164
1,3,,3,33,0,5,-55.62046311,50.48309813
1,4,,3,34,0,6,-48.71715229,54.41077741
1,4,,3,35,0,6,-45.5427805,55.73514821
1,4,,3,36,0,6,-42.86734598,56.89971577
1,4,,3,37,0,6,-39.83655694,57.92924388
1,4,,3,38,0,6,-36.87124038,58.83912626
1,5,,3,39,0,7,-31.68938719,60.58145004
1,5,,3,40,0,7,-28.76351947,61.15574169
1,5,,3,41,0,7,-25.76536824,61.64432463
1,5,,3,42,0,7,-22.84635092,62.02483664
1,5,,3,43,0,7,-19.76898705,62.32593917
1,6,,3,44,0,8,-12.39992796,61.94731692
1,6,,3,45,0,8,-8.988666271,61.50711983
1,6,,3,46,0,8,-6.089373367,61.17802516
1,6,,3,47,0,8,-2.949844113,60.55428467
1,7,,3,48,0,9,2.888781088,58.47589772
1,7,,3,49,0,9,5.788310212,57.12003084
1,7,,3,50,0,9,8.319768272,55.66888833
1,7,,3,51,0,9,11.32965179,54.00420239
1,8,,3,52,0,10,17.89382856,49.73624733
1,8,,3,53,0,10,20.39934172,47.37974999
1,8,,3,54,0,10,22.55520903,45.41344972
1,9,,3,55,0,11,27.10265243,40.34958872
1,9,,3,56,0,11,28.7619053,38.10809144
1,9,,3,57,0,11,30.2932447,35.84049179
1,10,,3,58,0,12,33.39954559,30.14048872
1,10,,3,59,0,12,34.95553069,26.91883343
1,10,,3,60,0,12,35.88879891,24.29083989
1,11,,3,61,0,13,37.3889572,19.84788473
1,11,,3,62,0,13,37.93458741,17.11300137
1,11,,3,63,0,13,38.24974506,13.54918054
1,12,,3,64,0,14,37.90781575,5.322404449
1,12,,3,65,0,14,37.20651615,2.04311134
1,1,,4,22,0,4,-84.52126611,18.95627008
1,1,,4,23,0,4,-84.08087218,15.54500839
1,1,,4,24,0,4,-83.75162003,12.64575486
1,1,,4,25,0,4,-83.12768268,9.506264976
1,1,,4,26,0,4,-82.4329579,6.483310588
1,1,,4,27,0,4,-81.58681571,3.336773455
1,2,,4,16,0,3,-83.71976962,43.33096828
1,2,,4,17,0,3,-84.16051789,40.38202968
1,2,,4,18,0,3,-84.51236847,37.36478396
1,2,,4,19,0,3,-84.75984892,34.43147529
1,2,,4,20,0,3,-84.92079389,31.34363897
1,2,,4,21,0,3,-84.97961282,28.42635393
1,3,,4,9,0,2,-75.49649746,69.86102198
1,3,,4,10,0,2,-76.75645877,67.18472132
1,3,,4,11,0,2,-78.08063271,64.01027079
1,3,,4,12,0,2,-79.24508216,61.3347969
1,3,,4,13,0,2,-80.27441343,58.30392912
1,3,,4,14,0,2,-81.1841777,55.33861256
1,3,,4,15,0,2,-82.02461122,52.19053999
1,4,,4,1,0,1,-57.7288107,94.64446056
1,4,,4,2,0,1,-59.80428426,92.503672
1,4,,4,3,0,1,-61.84719875,90.25559992
1,4,,4,4,0,1,-63.75645175,88.01496879
1,4,,4,5,0,1,-65.68531106,85.59831394
1,4,,4,6,0,1,-67.43184744,83.26087173
1,4,,4,7,0,1,-68.81999779,81.28890216
1,4,,4,8,0,1,-70.36578603,78.95846783
1,8,,4,75,0,21,8.865280378,19.91371154
1,9,,4,74,0,20,13.94973194,18.73512823
1,10,,4,73,0,19,20.55359378,15.13248849
1,11,,4,71,0,17,24.91147015,10.64106874
1,12,,4,70,0,17,29.85773266,2.128150756
1,12,,4,71,0,17,26.89387279,3.245631674
1,1,,5,28,0,5,-79.77102733,2.372914667
1,1,,5,29,0,5,-78.67827083,5.147168134
1,1,,5,30,0,5,-76.22216714,10.60020257
1,1,,5,30,0,5,-77.47445129,7.936106648
1,1,,5,32,0,5,-74.8176782,13.35484973
1,1,,5,33,0,5,-73.41000027,15.91071725
1,2,,5,34,0,6,-69.39523432,22.76379182
1,2,,5,35,0,6,-67.30830406,25.49784841
1,2,,5,36,0,6,-65.57357872,27.84410952
1,2,,5,37,0,6,-63.46353821,30.25103996
1,2,,5,38,0,6,-61.35042683,32.52167111
1,3,,5,39,0,7,-57.73385007,36.6214371
1,3,,5,40,0,7,-55.48711658,38.58163501
1,3,,5,41,0,7,-53.13491058,40.5038014
1,3,,5,42,0,7,-50.79719278,42.29285748
1,3,,5,43,0,7,-48.2826245,44.09218916
1,4,,5,44,0,8,-41.71147922,47.44872641
1,4,,5,45,0,8,-38.53710742,48.7730972
1,4,,5,46,0,8,-35.86167291,49.93770413
1,4,,5,47,0,8,-32.83088387,50.96719288
1,5,,5,48,0,9,-26.73525066,52.08648482
1,5,,5,49,0,9,-23.54623319,52.36199678
1,5,,5,50,0,9,-20.6283576,52.37093379
1,5,,5,51,0,9,-17.18937936,52.43416217
1,6,,5,52,0,10,-9.370674352,52.01994935
1,6,,5,53,0,10,-6.022601677,51.23183869
1,6,,5,54,0,10,-3.172442658,50.60683835
1,7,,5,55,0,11,3.297639576,48.49506556
1,7,,5,56,0,11,5.855318123,47.38341141
1,7,,5,57,0,11,8.315280081,46.18526116
1,8,,5,58,0,12,13.85536181,42.80195225
1,8,,5,59,0,12,16.81370987,40.78986455
1,8,,5,60,0,12,18.93587637,38.98053286
1,9,,5,61,0,13,22.45646882,35.88285402
1,9,,5,62,0,13,24.29643044,33.78714423
1,9,,5,63,0,13,26.3512347,30.85832375
1,10,,5,64,0,14,30.16836275,23.56272926
1,10,,5,65,0,14,31.2006074,20.37209762
1,11,,5,66,0,15,32.22548984,15.28579566
1,11,,5,67,0,15,32.3943482,12.89406208
1,12,,5,68,0,16,31.94848182,5.28330994
1,12,,5,69,0,16,31.39438703,2.613938419
1,1,,6,34,0,6,-71.48019608,14.98233093
1,1,,6,35,0,6,-71.03984151,11.57106924
1,1,,6,36,0,6,-70.71058936,8.671815706
1,1,,6,37,0,6,-70.08665202,5.532325822
1,1,,6,38,0,6,-69.39188787,2.509371434
1,2,,6,28,0,5,-70.27086472,37.82923303
1,2,,6,29,0,5,-70.71161299,34.88029443
1,2,,6,30,0,5,-71.31098339,28.92974003
1,2,,6,30,0,5,-71.06346357,31.8630487
1,2,,6,32,0,5,-71.47188899,25.84190372
1,2,,6,33,0,5,-71.53070792,22.92461868
1,3,,6,22,0,4,-63.72046748,58.67609468
1,3,,6,23,0,4,-65.04468079,55.50164414
1,3,,6,24,0,4,-66.20909087,52.82617026
1,3,,6,25,0,4,-67.23846151,49.79530248
1,3,,6,26,0,4,-68.14822578,46.82994655
1,3,,6,27,0,4,-68.9886593,43.68191335
1,4,,6,16,0,3,-50.83939753,79.38468854
1,4,,6,17,0,3,-52.6955009,77.05118334
1,4,,6,18,0,3,-54.50880896,74.61405604
1,4,,6,19,0,3,-56.18975475,72.19747993
1,4,,6,20,0,3,-57.87298401,69.60373837
1,4,,6,21,0,3,-59.38251238,67.10668978
1,5,,6,9,0,2,-30.45312668,98.24914754
1,5,,6,10,0,2,-32.88241933,96.56131199
1,5,,6,11,0,2,-35.61635782,94.47422424
1,5,,6,12,0,2,-37.96250081,92.73934142
1,5,,6,13,0,2,-40.36935251,90.6291828
1,5,,6,14,0,2,-42.63986555,88.51595331
1,5,,6,15,0,2,-44.94167781,86.2098497
1,6,,6,1,0,1,-2.674371523,110.8288787
1,6,,6,2,0,1,-5.542128977,110.0125791
1,6,,6,3,0,1,-8.435398256,109.0871062
1,6,,6,4,0,1,-11.20917928,108.1012395
1,6,,6,5,0,1,-14.08792099,106.9727349
1,6,,6,6,0,1,-16.76914291,105.8216319
1,6,,6,7,0,1,-18.9572937,104.8079306
1,6,,6,8,0,1,-21.46119269,103.5625756
1,10,,6,75,0,21,17.63418275,12.81347149
1,11,,6,74,0,20,21.44820056,9.250595547
1,12,,6,73,0,19,25.36611606,2.828781055
1,1,,7,39,0,7,-68.30964319,2.849371617
1,1,,7,40,0,7,-67.34397337,5.670357393
1,1,,7,41,0,7,-66.2679098,8.511067588
1,1,,7,42,0,7,-65.13786982,11.22925803
1,1,,7,43,0,7,-63.85983763,14.04481073
1,2,,7,44,0,8,-59.84719767,20.23717628
1,2,,7,45,0,8,-57.76022804,22.97123288
1,2,,7,46,0,8,-56.02550269,25.31745462
1,2,,7,47,0,8,-53.91546219,27.72442442
1,3,,7,48,0,9,-49.19608956,31.74147383
1,3,,7,49,0,9,-46.57203302,33.57454569
1,3,,7,50,0,9,-44.04955135,35.04116065
1,3,,7,51,0,9,-41.10285684,36.81533484
1,4,,7,52,0,10,-34.12446725,40.36584857
1,4,,7,53,0,10,-30.83092216,41.35734517
1,4,,7,54,0,10,-28.05009389,42.24112517
1,5,,7,55,0,11,-21.39087769,43.64714955
1,5,,7,56,0,11,-18.62004942,43.96325209
1,5,,7,57,0,11,-15.89059913,44.15553566
1,6,,7,58,0,12,-9.401068069,43.99541746
1,6,,7,59,0,12,-5.833074016,43.73203149
1,6,,7,60,0,12,-3.09051348,43.2261257
1,7,,7,61,0,13,1.507205538,42.30368426
1,7,,7,62,0,13,4.148506177,41.40868378
1,7,,7,63,0,13,7.392366197,39.89958847
1,8,,7,64,0,14,14.34583452,35.48982231
1,8,,7,65,0,14,16.83508783,33.24273449
1,9,,7,66,0,15,20.2657196,29.35029144
1,9,,7,67,0,15,21.60780694,27.36336123
1,10,,7,68,0,16,25.02690328,20.54926307
1,10,,7,69,0,16,25.88166752,17.96044277
1,11,,7,70,0,17,26.91903028,13.09118817
1,11,,7,71,0,18,27.22111706,11.1409509
1,12,,7,71,0,18,29.14387401,3.967994269
1,1,,8,44,0,8,-61.94798621,12.3965815
1,1,,8,45,0,8,-61.50763164,8.985319813
1,1,,8,46,0,8,-61.17837949,6.086066279
1,1,,8,47,0,8,-60.55444215,2.946576394
1,2,,8,39,0,7,-60.58314295,31.6860801
1,2,,8,40,0,7,-61.15727712,28.76021238
1,2,,8,41,0,7,-61.64570258,25.76206116
1,2,,8,42,0,7,-62.02609649,22.84300446
1,2,,8,43,0,7,-62.32700216,19.76564059
1,3,,8,34,0,6,-54.41341521,48.71419953
1,3,,8,35,0,6,-55.73758915,45.539749
1,3,,8,36,0,6,-56.9020386,42.86427512
1,3,,8,37,0,6,-57.93136987,39.83340734
1,3,,8,38,0,6,-58.84113414,36.8680514
1,4,,8,28,0,5,-41.94297541,67.89574533
1,4,,8,29,0,5,-43.79907877,65.56224013
1,4,,8,30,0,5,-47.29333263,60.70853672
1,4,,8,30,0,5,-45.61238684,63.1251522
1,4,,8,32,0,5,-48.97656188,58.11483453
1,4,,8,33,0,5,-50.48609025,55.61774657
1,5,,8,22,0,4,-25.84698246,82.67476905
1,5,,8,23,0,4,-28.58096032,80.58764194
1,5,,8,24,0,4,-30.92710331,78.85279849
1,5,,8,25,0,4,-33.33391564,76.74263987
1,5,,8,26,0,4,-35.60442868,74.62941038
1,5,,8,27,0,4,-37.90628031,72.32330677
1,6,,8,16,0,3,-4.337561397,94.16879101
1,6,,8,17,0,3,-7.111736124,93.0759164
1,6,,8,18,0,3,-9.900595898,91.8719
1,6,,8,19,0,3,-12.56465245,90.61949775
1,6,,8,20,0,3,-15.31922087,89.21485133
1,6,,8,21,0,3,-17.87500965,87.80701592
1,7,,8,9,0,2,22.74957921,100.3132038
1,7,,8,10,0,2,19.80186109,100.066117
1,7,,8,11,0,2,16.39063877,99.62552624
1,7,,8,12,0,2,13.49138524,99.29611661
1,7,,8,13,0,2,10.35193472,98.67202179
1,7,,8,14,0,2,7.329019706,97.97713952
1,7,,8,15,0,2,4.182521944,97.13083985
1,8,,8,1,0,1,53.09660348,97.31875334
1,8,,8,2,0,1,50.20486963,98.0456435
1,8,,8,3,0,1,47.2364822,98.69076195
1,8,,8,4,0,1,44.3414019,99.22379374
1,8,,8,5,0,1,41.28407741,99.68580186
1,8,,8,6,0,1,38.38651679,100.0295028
1,8,,8,7,0,1,35.9846651,100.2456447
1,8,,8,8,0,1,33.19356123,100.4189912
1,12,,8,75,0,21,21.67835816,2.280079971
1,1,,9,48,0,9,-58.47574024,2.891930696
1,1,,9,49,0,9,-57.11971588,5.79142045
1,1,,9,50,0,9,-55.66845526,8.32279977
1,1,,9,51,0,9,-54.00357247,11.33256517
1,2,,9,52,0,10,-49.73526308,17.89650573
1,2,,9,53,0,10,-47.37864763,20.40190078
1,2,,9,54,0,10,-45.41222925,22.55764998
1,3,,9,55,0,11,-40.34813202,27.10481779
1,3,,9,56,0,11,-38.10655601,28.76395254
1,3,,9,57,0,11,-35.83887762,30.29517384
1,4,,9,58,0,12,-30.13867769,33.40115977
1,4,,9,59,0,12,-26.91694367,34.95698738
1,4,,9,60,0,12,-24.28891075,35.89009812
1,5,,9,61,0,13,-19.84587686,37.39002019
1,5,,9,62,0,13,-17.11095412,37.9355323
1,5,,9,63,0,13,-13.5471333,38.2504931
1,6,,9,64,0,14,-5.320357204,37.90813071
1,6,,9,65,0,14,-2.041103464,37.20663426
1,7,,9,66,0,15,2.876143285,35.55092471
1,7,,9,67,0,15,5.031853111,34.50119973
1,8,,9,68,0,16,11.39984868,30.30942582
1,8,,9,69,0,16,13.43449544,28.49477917
1,9,,9,70,0,17,16.76741063,24.79650945
1,9,,9,71,0,18,18.00414358,23.25859524
1,10,,9,71,0,18,23.25568185,18.00788374
1,11,,9,73,0,19,23.380052,10.23787954
1,12,,9,74,0,20,23.19946135,2.717442412
1,1,,10,52,0,10,-52.02042179,9.367839704
1,1,,10,53,0,10,-51.23219302,6.01984577
1,1,,10,54,0,10,-50.6070352,3.169686751
1,2,,10,48,0,9,-52.08794151,26.73245538
1,2,,10,49,0,9,-52.36325662,23.54339854
1,2,,10,50,0,9,-52.37207553,20.62552295
1,2,,10,51,0,9,-52.43506769,17.18654471
1,3,,10,44,0,8,-47.45100988,41.70892016
1,3,,10,45,0,8,-48.77518382,38.53446963
1,3,,10,46,0,8,-49.93963327,35.85899574
1,3,,10,47,0,8,-50.96896453,32.82812796
1,4,,10,39,0,7,-36.62454734,57.73188157
1,4,,10,40,0,7,-38.58466651,55.48502996
1,4,,10,41,0,7,-40.50667542,53.13270586
1,4,,10,42,0,7,-42.29557402,50.79490932
1,4,,10,43,0,7,-44.09482696,48.28026229
1,5,,10,34,0,6,-22.76753198,69.39401385
1,5,,10,35,0,6,-25.50150983,67.30692611
1,5,,10,36,0,6,-27.84765283,65.57204328
1,5,,10,37,0,6,-30.25446516,63.46188466
1,5,,10,38,0,6,-32.52497819,61.34865518
1,6,,10,28,0,5,-2.377245378,79.77090922
1,6,,10,29,0,5,-5.151420105,78.67799524
1,6,,10,30,0,5,-10.60433644,76.22161596
1,6,,10,30,0,5,-7.940279878,77.47401821
1,6,,10,32,0,5,-13.35890485,74.81696954
1,6,,10,33,0,5,-15.91469363,73.40913413
1,7,,10,22,0,4,18.95170315,84.52228974
